id,name,salary,dob,join_date,performance,remarks,sector
3856,Cslj,118447.3,invalid_date,2009-01-25,2.68,Unreliable,Healthcare
3857,FNyynmKJE,31758.06,1970-06-21,2004-04-30,,Team player,Healthcare
3858,CFKkgkHIM,80003.6,2006-01-08,2020-12-20,3.46,Good worker,Education
3859,wFdNY,,1987-07-09,2024-03-29,1.79,Unreliable,Healthcare
3860,yuM,117702.52,1999-01-16,2018-05-18,4.76,Good worker,
3861,Mko,101269.41,1970-11-02,unknown_date,4.42,Promising,Education
3862,ROsAvHCmB,51915.36,1951-04-21,2015-11-15,,Leadership potential,Finance
3863,ueID,149082.86,1976-06-04,2022-06-30,2.3,Team player,Retail
3864,wBRPNN,,2006-03-07,2020-02-09,average,,Retail
3865,,41088.52,2015-01-05,2004-06-24,1.62,—,
3866,nIWwuFRaD,111698.79,,2006-07-18,2.11,Needs improvement,Healthcare
3867,GoBB,64041.49,1959-05-05,2011-03-12,1.82,Team player,Education
3868,boMJtnEc,37853.52,invalid_date,2009-07-09,4.17,—,
3869,QfI,141396.4,2013-03-28,2005-02-26,3.32,Leadership potential,
3870,ODMX,45127.32,2010-07-12,2000-02-01,4.43,Promising,Healthcare
3871,,50492.08,2008-01-12,2002-09-13,,Good worker,Finance
3872,MUoyiS,105104.42,1967-03-06,2022-08-01,,Unreliable,IT
3873,UQpHEYk,137187.1,1990-05-02,2007-05-06,3.63,,Retail
3874,rWFyfS,31380.14,1953-03-27,2000-01-31,2.04,Needs improvement,Retail
3875,FAak,51357.21,1991-10-06,2009-01-29,2.37,—,Finance
3876,RMNV,55699.93,2018-05-24,2022-05-20,3.42,Unreliable,IT
3877,xnX,30328.52,1975-09-02,2021-03-11,4.01,Leadership potential,Education
3878,UyrjOHW,71828.83,,2003-09-08,3.24,Needs improvement,Education
3879,tkSDDH,101477.09,1968-09-22,unknown_date,4.72,—,Finance
3880,cfpQehidZ,138869.28,1988-06-01,2014-05-13,3.11,Good worker,
3881,Erm,121220.3,1969-10-31,2019-11-06,2.77,Promising,Finance
3882,imqXD,121302.49,1969-02-16,unknown_date,1.59,Team player,
3883,WlgKKRyw,unknown,1981-03-01,2004-12-02,2.5,Team player,Retail
3884,yIRvHpPgBi,78891.82,1953-09-18,2008-11-16,4.37,—,Retail
3885,Vxdqfkw,126309.43,1984-04-26,2014-12-08,2.63,Unreliable,Manufacturing
3886,TweoYgMQ,77821.94,1952-01-07,2006-02-11,1.35,—,IT
3887,PNcLmN,35157.43,1994-10-03,2000-05-21,,—,Finance
3888,Iexdp,86693.33,1958-05-09,2022-04-13,2.21,Needs improvement,
3889,,129218.18,1972-05-09,2020-02-17,2.5,Unreliable,Education
3890,qnXKnMxNH,61371.77,2017-02-08,unknown_date,4.17,Needs improvement,Finance
3891,,unknown,1964-01-07,2022-11-23,,,IT
3892,vJwPppLNq,30661.82,2001-08-01,2009-09-18,2.79,,Finance
3893,nthGJHSW,135812.92,1980-12-31,2020-10-29,4.28,Unreliable,
3894,uShKWW,140524.55,1991-11-05,unknown_date,2.51,Good worker,Finance
3895,,37394.35,1969-03-31,2008-10-03,4.36,Good worker,Finance
3896,bmvGjSpi,102855.93,1991-09-07,2016-02-07,,Needs improvement,Manufacturing
3897,vDJuqZJU,125467.48,1964-06-19,,1.23,Promising,
3898,bIUKYjtB,,1976-05-28,2021-07-05,4.18,Promising,Healthcare
3899,fpyd,93916.86,1988-07-20,2000-08-18,3.47,Promising,
3900,uwvasb,53569.44,2000-08-03,2022-07-21,2.92,Team player,IT
3901,WMZMV,130651.61,1986-10-20,,3.2,Promising,Finance
3902,MGYrFoQ,140996.79,invalid_date,2010-02-07,2.42,,Manufacturing
3903,ojxk,134929.17,1981-07-03,2021-06-07,2.52,Leadership potential,Manufacturing
3904,qAB,101470.68,1966-04-01,2004-07-12,2.14,Promising,Manufacturing
3905,aCByXDR,45578.04,1966-11-08,2002-12-01,4.67,,Healthcare
3906,rTJsrLZiT,,1998-09-02,2014-03-17,4.68,Good worker,IT
3907,ogkfjHBG,,1961-03-20,2007-12-01,,,IT
3908,,,1960-03-16,2007-09-28,average,,
3909,wrUlSgv,136585.37,1963-06-03,2017-08-11,4.55,Leadership potential,
3910,FhSydz,78141.11,1979-03-06,2021-02-23,4.32,Needs improvement,Healthcare
3911,YprpvrMEZ,42442.0,invalid_date,2008-06-29,,Unreliable,Education
3912,QpQKpN,126699.05,2001-03-19,unknown_date,poor,Leadership potential,Finance
3913,nwp,61579.86,2013-12-07,2013-01-23,,,IT
3914,vjulsNoGn,32004.43,1953-09-25,2016-07-29,,—,Retail
3915,IjBMnx,119151.92,1998-12-25,2007-12-03,4.58,Promising,Manufacturing
3916,AkOdQJQX,unknown,1981-10-26,2019-10-07,3.83,—,IT
3917,dRDM,,1982-10-06,2007-04-13,2.82,,IT
3918,Mmrftdl,48489.28,invalid_date,2001-08-09,4.23,,Finance
3919,IODXRC,87554.76,2012-12-26,2019-03-21,1.23,—,Retail
3920,IjACTLmcZ,,1953-04-13,2021-12-31,3.53,Leadership potential,Retail
3921,lCV,79345.81,invalid_date,2007-10-29,4.02,Team player,Education
3922,TGLBopgy,101741.28,2011-06-16,2023-06-16,4.18,,
3923,pABYgtk,86391.75,1992-12-13,2013-03-27,poor,Unreliable,Education
3924,teibSPCRy,82182.17,1985-08-10,2016-02-16,1.75,Promising,Finance
3925,XkDix,95296.94,1980-12-10,2012-12-14,2.97,Needs improvement,Healthcare
3926,BFaAjcyg,125543.14,1993-10-13,2017-12-11,2.12,Good worker,Healthcare
3927,uWneKKCIMH,105283.11,2004-02-13,2023-09-20,2.06,,Manufacturing
3928,jfbhM,142816.15,2007-05-10,2000-10-18,2.16,,
3929,pFUoOiA,102894.49,1992-04-07,2015-02-28,1.78,,IT
3930,oCSIRGL,81212.58,1990-04-20,2008-03-26,poor,,Manufacturing
3931,wDVm,46936.23,1996-04-23,2023-02-06,1.71,Needs improvement,Healthcare
3932,,97251.56,,2023-12-11,1.35,Unreliable,Manufacturing
3933,qSGknDdM,103823.28,2006-10-04,2008-12-18,3.82,—,Finance
3934,icgBHfnq,76680.37,2018-04-08,2015-09-20,3.38,Leadership potential,Education
3935,bBPpiFmtz,127806.85,1989-07-15,2004-03-11,1.12,Good worker,Retail
3936,tviRD,100999.13,1971-02-16,2004-12-23,,Unreliable,Education
3937,DyjCL,47177.49,1950-02-23,2017-06-23,2.7,Promising,IT
3938,FXKsZs,,1970-08-01,2020-12-23,3.79,Promising,Finance
3939,ImYn,73571.85,1989-06-18,2007-03-08,3.74,,Education
3940,qaGZIszuTA,50030.87,1971-11-16,2009-08-15,2.81,—,
3941,ymrthJqY,87847.34,1997-06-05,2023-06-24,2.76,Promising,
3942,YCievKrFal,,2005-01-11,2011-08-05,4.04,Unreliable,Manufacturing
3943,lJzFswuhVr,,2008-04-20,2000-08-18,4.98,Good worker,Retail
3944,sZKcGR,46039.72,1966-07-07,2001-09-08,,Unreliable,Retail
3945,unEu,69659.01,1972-02-04,unknown_date,3.48,Good worker,Healthcare
3946,kDDyFKKE,unknown,1988-04-23,2006-10-28,4.54,Promising,Healthcare
3947,INfH,44713.02,2008-02-28,2005-12-10,2.59,Needs improvement,
3948,,139572.1,1996-07-15,2022-08-31,,—,Education
3949,WRtoS,144328.7,invalid_date,2018-11-07,4.18,—,Healthcare
3950,ZQczXMvYpd,117767.03,1968-07-31,,3.13,Leadership potential,Retail
3951,KkHv,105453.27,1972-12-29,2013-10-06,5.0,,Healthcare
3952,AynfCV,148041.56,1950-01-08,2003-11-30,3.4,Unreliable,IT
3953,hjtVhv,142383.33,1958-07-22,2015-02-21,,Good worker,Education
3954,lnwrDGFSH,52494.99,1975-11-21,2014-11-16,1.76,Leadership potential,Healthcare
3955,cVEIqRU,139744.52,1986-11-22,unknown_date,3.79,—,Finance
3956,,67095.42,1969-06-30,2005-02-03,3.72,Leadership potential,Education
3957,RfTRhrY,100115.08,1984-09-24,2000-03-24,1.38,Leadership potential,IT
3958,cacCI,unknown,2010-09-03,2010-01-06,1.68,—,Retail
3959,qrC,,2005-10-28,2023-01-28,3.07,,Manufacturing
3960,qBUSPxV,67789.23,1995-07-06,2023-01-26,2.56,Good worker,Finance
3961,ULng,68460.18,1995-11-29,2000-07-08,1.63,Unreliable,IT
3962,ugOE,117977.08,1981-04-19,,4.98,Needs improvement,Healthcare
3963,YUSguO,118169.73,1963-04-13,2008-07-14,1.85,Good worker,
3964,PVHJFDoCX,73974.66,1959-07-05,2017-12-12,1.87,Team player,Education
3965,pNsg,,invalid_date,2012-10-30,2.47,Leadership potential,Manufacturing
3966,KLrjbfN,147394.25,1987-05-21,2018-11-25,4.08,,Healthcare
3967,jKc,47695.95,2002-02-28,2023-11-05,3.86,,
3968,eMWLlwV,unknown,1975-09-13,2004-11-01,4.62,Leadership potential,Education
3969,Pwd,33643.33,1990-06-03,2022-07-30,1.68,Promising,Healthcare
3970,oTZuKmf,78594.13,1978-08-17,unknown_date,3.55,,
3971,qianrgje,56420.4,2001-06-10,2002-01-10,4.67,,Education
3972,vPWEZShV,137017.7,2003-09-03,2016-03-05,2.22,,Retail
3973,LniBMo,,2011-05-05,2005-08-12,2.22,Good worker,IT
3974,lSvOUxXOQ,52178.88,,2022-02-08,3.18,—,Healthcare
3975,mVLBugBX,128047.06,1958-04-20,2000-08-25,1.18,Leadership potential,Education
3976,fiBZCOFN,46684.38,2009-10-24,2001-11-27,3.9,Team player,
3977,QZaMXsM,126072.96,2000-08-10,2005-12-09,average,Leadership potential,Finance
3978,KyDWAy,123463.14,2011-02-06,2003-04-06,average,Needs improvement,IT
3979,mlgpscFQOE,59030.89,1981-02-12,2011-12-28,2.73,Unreliable,Retail
3980,rbJMctCmg,146220.98,2014-06-03,2008-08-20,4.65,Team player,
3981,VgwmtcsH,42311.8,2007-02-24,2005-02-10,2.83,Promising,IT
3982,AaDveblwFD,119025.73,1978-07-11,2016-02-26,2.62,,
3983,tGtz,79094.33,2004-12-30,2006-10-29,1.43,Team player,Retail
3984,Wocq,,,2013-07-03,1.43,Good worker,IT
3985,hmDqnD,146572.59,2001-02-15,2016-08-09,4.25,Team player,Finance
3986,RPzON,84687.61,1962-09-07,2019-08-18,2.23,,Finance
3987,CFUWnSyd,47231.82,1962-04-26,2009-07-04,3.56,Promising,Education
3988,agKaykYfE,94457.85,1978-03-10,2018-02-08,3.58,Promising,Education
3989,QNnfYhh,,1963-01-31,2018-01-25,4.63,Needs improvement,Education
3990,eQEiCr,117381.62,1980-02-24,2019-04-23,2.78,Leadership potential,IT
3991,VAaryKkkWd,79195.64,1997-05-10,2004-11-20,2.59,Promising,Retail
3992,XiYb,66516.91,1958-08-15,2011-04-04,3.17,Leadership potential,Finance
3993,AhTaaRK,102913.25,2012-03-04,2004-05-19,4.22,Unreliable,
3994,yqWvJd,unknown,1957-01-31,2006-09-03,2.87,Team player,Manufacturing
3995,mubQcS,,,2013-06-27,3.39,Unreliable,IT
3996,KBjcb,133006.12,1979-06-19,2018-03-10,4.38,—,Retail
3997,LSmApJ,89237.73,2008-11-26,2017-01-24,1.28,Unreliable,Manufacturing
3998,vOzV,,2006-06-14,2008-02-01,4.15,Good worker,IT
3999,iQkNWfO,140822.38,1957-06-21,2000-05-15,,,Education
4000,drdTcGLs,99833.44,1981-07-30,,3.85,Needs improvement,IT
4001,,145325.31,1972-12-12,2008-12-11,3.71,Good worker,IT
4002,SVa,88054.9,2014-08-08,2022-08-29,excellent,,Education
4003,igQwwo,,2010-10-20,,,Team player,Healthcare
4004,rGIkSDGbX,115778.34,1972-03-24,2004-02-09,2.9,Leadership potential,Retail
4005,bpCCOgoI,33187.19,1982-12-21,2005-09-06,3.42,Leadership potential,Retail
4006,kLQQmPM,51331.32,1962-04-17,2019-05-09,,Good worker,Retail
4007,,51817.76,invalid_date,unknown_date,,Leadership potential,Healthcare
4008,vHoJppFjJ,85189.07,1997-09-10,2006-01-25,,Unreliable,Manufacturing
4009,SWoguFVP,41170.52,2006-10-02,2009-11-22,1.35,—,IT
4010,hFnwdYS,71547.17,1980-12-01,2008-06-25,3.99,Needs improvement,Manufacturing
4011,mBydwXqa,32941.45,1960-11-04,2004-02-13,1.36,Unreliable,Healthcare
4012,KisIqwPhE,87079.35,2002-11-17,2019-03-15,2.65,Team player,Education
4013,bhbeDfkw,136443.23,2013-06-09,2016-02-09,2.94,Promising,IT
4014,qUjsIUh,109602.58,1996-05-15,2014-10-01,1.11,Unreliable,Education
4015,Cqre,106311.76,1954-11-02,2010-09-04,3.63,Needs improvement,IT
4016,RRyAyfrVi,122977.0,1991-09-30,2023-05-26,1.4,Team player,Education
4017,jMlhou,32803.82,1954-06-21,unknown_date,3.13,Unreliable,Manufacturing
4018,rYro,59918.23,1977-08-17,2011-02-08,1.54,Unreliable,IT
4019,Abx,120147.03,2000-04-07,unknown_date,2.99,Good worker,IT
4020,DbsOloyY,unknown,,2014-11-29,2.88,,Manufacturing
4021,tjzSLD,,1981-06-02,2001-09-13,1.08,—,Manufacturing
4022,yqeMjZs,74001.73,1974-11-08,2020-01-10,1.15,Needs improvement,Retail
4023,OiSf,94946.94,2011-12-10,2013-07-08,2.41,—,Finance
4024,RIcxrb,76731.88,1974-02-15,2016-05-13,,,IT
4025,DPOwsu,33965.77,2003-06-24,2022-11-04,2.55,Unreliable,Retail
4026,JudfA,107722.49,,2004-01-31,3.98,Team player,
4027,GvX,43210.24,1954-06-16,2009-03-11,4.41,Unreliable,Healthcare
4028,WRYkLQXk,88105.15,2014-11-18,unknown_date,excellent,Unreliable,
4029,aCDFo,,1994-11-16,2001-03-11,2.55,Team player,Healthcare
4030,GOXQhxOJ,63028.83,2003-12-11,2012-05-15,3.49,Unreliable,Finance
4031,MQuZfEwJA,,1950-11-03,2023-05-23,2.73,—,Retail
4032,Obt,130485.18,1979-03-20,2002-10-08,4.5,,
4033,oLd,54845.44,1970-01-05,2003-08-14,2.16,Leadership potential,IT
4034,rjzRyDu,41478.88,1986-02-18,2017-05-10,excellent,Promising,Healthcare
4035,WJKx,85999.97,1951-02-09,2021-01-13,1.11,Good worker,
4036,LIHlAFfJ,109691.41,1968-11-15,2019-05-12,2.12,Good worker,Education
4037,XpYVYwtPx,78670.81,1987-02-12,2008-07-21,4.46,Promising,
4038,BFulAwdvUV,79185.64,1961-04-12,2019-02-19,2.5,Good worker,
4039,pbeuDMwW,58279.44,2017-01-27,2014-05-28,3.49,Unreliable,Manufacturing
4040,dwwfRnj,59920.04,1978-10-30,2006-09-11,4.0,Unreliable,Healthcare
4041,yVZJfdUVf,90948.81,1968-02-04,2001-07-06,1.44,,Retail
4042,vXRBpCiRBU,92060.77,1956-05-22,2001-11-14,2.01,Needs improvement,
4043,SCj,36890.18,1979-12-17,2020-04-23,2.84,—,IT
4044,qinE,68463.57,1964-11-20,2008-10-13,1.76,Needs improvement,Retail
4045,frwMu,89309.62,1998-07-21,2014-04-28,,Leadership potential,Retail
4046,uVDujlcPXW,39297.39,,2015-04-08,4.2,Needs improvement,Manufacturing
4047,sWd,,1952-02-13,2016-01-18,3.95,Needs improvement,Manufacturing
4048,hsejHYBE,135428.76,1991-05-17,2018-06-22,2.79,Promising,IT
4049,AKFDP,30226.67,1979-05-14,2021-11-04,2.16,,IT
4050,FDgpsFetDR,,1989-05-24,2013-12-29,2.23,Good worker,Healthcare
4051,bHI,110958.63,invalid_date,2008-12-25,3.77,Unreliable,
4052,wAv,144963.44,1982-05-15,unknown_date,4.25,Promising,
4053,umQzRvo,122767.97,1962-10-31,2013-08-05,3.14,—,
4054,QXWOuGEfj,110677.02,1974-09-25,2012-07-02,3.23,,Manufacturing
4055,bUnhJ,91442.05,1988-10-01,2018-01-15,3.02,Team player,Finance
4056,CCAMKlhGOJ,,2014-04-11,2001-09-25,3.39,Leadership potential,
4057,DqhmCPzkh,40319.32,1954-07-10,2003-11-29,1.8,Good worker,Manufacturing
4058,tvEjkR,103021.31,1958-12-13,2018-09-05,4.18,Needs improvement,IT
4059,tNWEsn,147824.85,1965-04-24,2016-02-19,2.85,,Retail
4060,Djhzyl,64346.85,1955-03-14,2011-02-20,1.24,Needs improvement,IT
4061,PFAUDRoi,141004.63,1954-11-02,2018-02-07,1.05,Good worker,Manufacturing
4062,xsfsLAO,124214.93,1990-02-16,2010-01-03,3.65,,Retail
4063,quD,unknown,1999-01-16,,3.79,Needs improvement,
4064,dyj,131325.41,invalid_date,2015-08-14,1.37,Promising,Healthcare
4065,dQDJwXl,unknown,1983-09-10,2021-11-16,4.24,Promising,Manufacturing
4066,zzGNRwUo,108368.29,1968-03-17,2002-02-17,2.71,Team player,Education
4067,SjCiriO,106491.11,1997-09-08,2011-06-12,1.46,Team player,Education
4068,ALZJwrjwzj,55645.1,1954-06-26,2019-03-17,2.48,,IT
4069,LszEg,114050.22,1985-04-22,unknown_date,1.38,Promising,Finance
4070,jjfJKg,37440.37,1975-07-13,2012-11-22,4.49,Good worker,Healthcare
4071,FRzedwp,60179.36,1968-08-13,2016-11-29,3.85,,Finance
4072,jdo,104748.67,1966-12-17,2021-08-03,1.64,Promising,Healthcare
4073,CDx,85607.6,1964-04-24,2020-08-19,3.17,Needs improvement,
4074,cxTZwjiaJ,120964.9,1956-06-03,2013-06-20,,Team player,Healthcare
4075,OdjLfHt,80679.06,1967-07-16,2007-09-06,excellent,Unreliable,IT
4076,Czme,,invalid_date,2006-09-04,4.87,Promising,IT
4077,,91988.69,2000-04-14,2005-01-09,2.3,Good worker,IT
4078,JHPL,32732.27,1991-04-30,2014-05-02,3.89,Leadership potential,
4079,WVQxuCNv,107050.95,2016-06-23,2022-08-20,,Team player,IT
4080,ujjamY,140049.11,1996-08-02,unknown_date,,,IT
4081,XwhSdvI,125941.72,,2008-04-08,4.4,,Education
4082,DFPv,136787.7,1999-11-18,2005-11-25,2.32,Leadership potential,Healthcare
4083,Akc,122194.51,1997-02-10,2001-08-29,3.35,Unreliable,Healthcare
4084,oaUD,unknown,invalid_date,2023-06-10,4.1,,Manufacturing
4085,MpwRJPUtK,54303.65,1988-11-03,2010-02-16,1.27,Unreliable,Healthcare
4086,IoiFlYebEJ,103892.67,1972-10-22,2018-06-08,average,—,Retail
4087,qbxYwW,130299.29,1998-05-27,2008-10-13,4.45,Needs improvement,Retail
4088,kkcTVda,101988.35,2003-12-28,2000-08-21,4.77,,Healthcare
4089,yVBethldmr,40192.36,2009-09-15,2021-01-06,3.16,Needs improvement,Manufacturing
4090,cqmvKyVyd,124300.2,1971-12-22,,3.57,—,Finance
4091,dIwgc,34758.54,1972-08-04,2012-05-26,,Promising,Healthcare
4092,tyhdyZC,32751.31,1959-07-28,2017-07-30,4.43,Team player,Education
4093,lVLLiT,98444.43,1987-07-21,2004-09-04,3.75,,Education
4094,XRCf,35537.9,1970-02-20,2012-09-15,4.8,,Finance
4095,uXzldKSsjS,116430.07,invalid_date,2009-06-15,2.61,Promising,Healthcare
4096,CnNMD,,1981-11-10,2012-12-12,1.52,Team player,Healthcare
4097,sDPIHDTqK,31208.09,1981-11-06,2020-03-07,1.22,Needs improvement,Finance
4098,wmzO,34315.19,2005-02-15,2006-05-06,poor,Good worker,IT
4099,wYIJAEH,147726.65,invalid_date,2015-06-04,1.47,,Finance
4100,OBtXslC,141392.67,1979-12-28,2020-11-25,,—,IT
4101,hRuYNWCnMZ,,1991-11-12,2022-03-11,4.72,,Manufacturing
4102,oyP,88820.56,1980-08-06,2015-11-15,1.74,Team player,Education
4103,,56344.2,2007-05-18,2019-02-02,1.19,Good worker,Education
4104,WMMUSn,125524.48,1996-10-19,,excellent,Good worker,Manufacturing
4105,yUTnJ,37186.76,1953-10-31,2017-05-19,1.86,Unreliable,Retail
4106,LmCWY,55487.6,1993-02-11,2023-10-06,5.0,Promising,Finance
4107,RBprqWflNL,,2003-04-12,2001-02-03,1.37,Unreliable,Manufacturing
4108,AFsJQ,unknown,,2012-05-23,4.49,Team player,Retail
4109,dhg,56827.99,1988-01-23,2003-09-29,2.12,,Healthcare
4110,PCeRPyhypp,97749.05,2010-07-13,unknown_date,,,Manufacturing
4111,mVIyEj,128071.22,1971-07-16,2022-06-04,3.34,Good worker,
4112,QOfzVh,119107.97,1953-08-26,2019-06-20,4.84,Good worker,Retail
4113,JIokmMCA,46000.41,2004-02-29,2021-04-17,4.85,Leadership potential,Retail
4114,VMRev,,2012-03-07,2005-12-02,1.77,,Education
4115,MIvzPier,135539.34,2001-05-30,2009-09-16,2.74,Needs improvement,Finance
4116,BTkkBBAO,67507.43,1988-03-10,2005-11-19,4.42,Unreliable,IT
4117,VTqsNIouWz,88172.32,invalid_date,,1.56,Needs improvement,Finance
4118,DFbqKTFL,139063.02,invalid_date,2019-09-08,2.98,,Manufacturing
4119,,95285.94,1989-08-20,unknown_date,poor,,IT
4120,,49073.33,1964-05-22,2009-04-30,4.58,,Finance
4121,Nuk,50375.91,2009-09-03,,2.53,Needs improvement,
4122,JEFclCcIJo,61138.44,2004-04-02,unknown_date,1.87,—,
4123,wQlBIYmbvY,114264.79,1970-09-25,2007-11-26,3.77,,Education
4124,YfNRSzRpvX,141512.21,2003-01-23,unknown_date,4.15,Leadership potential,Finance
4125,sag,32091.36,1982-10-31,2002-04-27,2.95,Unreliable,Manufacturing
4126,qbVs,77042.34,1977-04-27,2008-06-19,2.87,,IT
4127,qCdnddg,145726.47,1985-06-02,2005-12-01,3.3,Team player,IT
4128,mlm,64668.54,2016-09-17,2008-11-14,1.85,Unreliable,
4129,yIj,46606.27,2006-05-05,2022-09-01,3.23,Leadership potential,Finance
4130,PaJod,148915.04,,2004-04-25,,Team player,Healthcare
4131,AjYu,104761.31,2009-04-21,2001-10-29,3.52,Promising,Retail
4132,pouydy,74813.18,1996-02-02,2010-07-07,3.06,Unreliable,Healthcare
4133,DbleT,unknown,1987-12-14,2017-01-01,,Good worker,Finance
4134,tSF,70347.35,1966-11-18,2006-12-23,3.28,Needs improvement,Retail
4135,MiDHOW,41399.75,1997-08-15,2004-01-26,3.3,Good worker,IT
4136,LaVoWpbpq,148397.58,2012-06-28,unknown_date,4.29,Good worker,Retail
4137,xpgeh,62281.0,1988-10-28,2011-02-20,1.29,Team player,Retail
4138,tsfsKzdQo,63050.12,1974-11-26,2018-06-04,4.97,Promising,Finance
4139,KsolDbdIKN,,1971-07-12,2016-03-11,4.24,Good worker,Finance
4140,kqIMpXOJK,82692.23,2005-12-12,2018-08-23,3.02,,Finance
4141,knKeNoEZd,141969.32,2017-12-31,2005-04-19,2.36,Needs improvement,Manufacturing
4142,LrTBV,89614.3,2012-11-16,2016-02-10,,Team player,Education
4143,xqMcqSezb,48811.48,2001-07-25,unknown_date,2.83,,
4144,aKEdcI,133618.28,1960-06-18,2023-11-08,2.22,Good worker,Manufacturing
4145,eufqe,unknown,1953-11-04,2016-05-25,2.24,Leadership potential,Finance
4146,vfmTqrKOUw,99129.04,1950-12-10,2010-11-26,1.1,—,Manufacturing
4147,aSi,,1957-03-08,2020-09-10,4.02,Good worker,Finance
4148,zhFTC,48091.65,1998-02-19,2014-08-16,2.04,Team player,Education
4149,hJm,89720.72,1997-06-20,2009-07-23,,Promising,Retail
4150,Prt,80194.23,,2017-09-29,,Needs improvement,Education
4151,qFpSxfDNF,58741.55,1955-06-19,2023-06-10,2.15,Leadership potential,Manufacturing
4152,EEiONHtWyz,30252.3,2008-08-26,2001-11-06,4.84,Needs improvement,IT
4153,KNHYCz,47253.98,1962-06-28,2019-06-07,3.9,—,Finance
4154,SfrIAnOZs,41079.3,1993-01-01,2011-02-22,2.65,Promising,Retail
4155,mJNmZIV,106799.42,1955-03-10,2017-10-05,,Leadership potential,Manufacturing
4156,zevXPnLPT,99845.77,1966-04-29,unknown_date,1.81,Good worker,Manufacturing
4157,UKbCBPpI,37405.94,,2016-07-16,,,Manufacturing
4158,znJLBkS,103348.05,1984-01-18,2019-06-06,4.63,,IT
4159,VibjSewhM,119428.05,1961-08-06,2004-05-07,2.32,Good worker,
4160,ZHIkIHD,31445.47,1981-01-22,2007-10-30,2.77,Unreliable,Manufacturing
4161,SndlEROm,142226.58,1987-07-03,2022-08-27,,Needs improvement,Retail
4162,DCMejx,77018.88,,2017-03-12,3.71,Good worker,
4163,HhgkjvNl,131935.9,2010-09-01,2013-08-17,2.41,Promising,Finance
4164,WrXDZbSlh,48553.24,1992-11-25,unknown_date,1.52,—,Manufacturing
4165,rcqbPc,59983.59,invalid_date,2023-10-03,3.47,Team player,Healthcare
4166,nnrUXRhC,58568.76,1984-08-11,unknown_date,4.0,Unreliable,Manufacturing
4167,YgEUPLhSR,85621.23,2003-03-05,2023-09-15,4.1,Good worker,Manufacturing
4168,hNZIThuezJ,106696.23,,2014-02-04,,,Finance
4169,LurIetdA,61228.02,2011-12-04,2017-11-13,4.55,Promising,Finance
4170,SBl,,1966-06-23,unknown_date,,Unreliable,Finance
4171,HpCnAAF,101919.65,1967-08-27,2023-04-04,excellent,Team player,Retail
4172,DaLtyTqLDC,66685.68,1963-03-04,2003-01-29,3.5,Good worker,Education
4173,BXzKD,120459.61,2013-01-20,2011-07-22,1.5,Needs improvement,Healthcare
4174,jXbn,125726.55,1988-08-19,2010-07-27,,,Retail
4175,ITQ,59241.99,1957-12-13,,3.59,Needs improvement,Manufacturing
4176,SJGHc,149878.26,2011-05-08,2012-01-29,2.98,Needs improvement,Finance
4177,vmXPA,107912.03,1965-07-11,unknown_date,1.85,Team player,Retail
4178,PbCKQhRmk,57876.33,invalid_date,2003-07-17,2.08,Unreliable,Manufacturing
4179,fkKIRVxUkD,,2008-02-16,2009-11-22,4.22,Leadership potential,Healthcare
4180,WLFwiwRrD,133213.92,2016-03-02,2012-02-12,3.13,Needs improvement,
4181,RqSkfvw,47573.45,2001-12-20,2012-03-21,4.29,Leadership potential,IT
4182,WnG,,2006-01-23,2016-06-09,,Good worker,IT
4183,GabgiJWupR,67383.02,1982-05-18,2007-06-05,2.46,Unreliable,
4184,wlxCfT,115966.39,1961-02-26,2013-08-10,1.8,Unreliable,Retail
4185,PDWjs,98180.53,1981-07-09,2021-05-20,,—,Manufacturing
4186,cnufK,55826.86,1960-09-30,2023-08-08,4.72,Promising,IT
4187,EAZZWocw,70398.62,1961-06-21,2004-07-15,average,Needs improvement,Healthcare
4188,EhatoWuNAh,119701.96,2016-03-04,2003-09-23,average,,Manufacturing
4189,chQbEOWjk,80960.19,1953-03-30,2000-03-01,4.47,—,IT
4190,tqamXAWRB,86575.89,1958-09-04,2018-03-30,poor,,Retail
4191,oNYeDogmxw,unknown,2009-08-22,2020-08-09,3.38,Promising,Healthcare
4192,srblvhEDs,67392.52,1986-10-27,2009-10-15,1.27,Team player,
4193,UGmoVjrMe,unknown,,2013-06-12,1.78,Good worker,Education
4194,xKF,144601.4,1997-02-20,2010-08-10,3.91,,Finance
4195,nFCiOHOE,114731.21,2005-08-12,2018-02-13,4.7,Needs improvement,Manufacturing
4196,ZyZqVPRFm,110056.04,1998-04-22,2001-04-18,3.14,,Finance
4197,DEBZFqoYm,41258.46,1958-09-09,2007-04-15,3.72,—,IT
4198,UrSSbNF,unknown,1960-08-20,2010-08-30,1.58,Needs improvement,Education
4199,jsvMzL,43813.49,1954-02-16,2016-01-14,1.82,—,Healthcare
4200,qaHdK,,1959-04-30,2011-09-06,2.72,Unreliable,IT
4201,,unknown,2005-05-20,unknown_date,2.91,,Manufacturing
4202,QnykKVUXX,58689.19,1968-05-09,2009-01-16,,Promising,
4203,jfgOYjf,,2015-11-02,2016-07-27,2.67,Promising,Education
4204,NxqinXE,122409.96,1954-10-20,2000-10-16,1.37,Team player,Education
4205,tKarnZTbhE,44311.05,1983-03-31,2007-03-16,4.6,,Manufacturing
